SL. NO,DEPOT,DATE,EMP_ID,VEH_NO,TYPE,SER_NO,KMS,ENGS,D/N_OUT,SCHS.,LONG TYPE,ROUTE,HOURS,DOUBLE_DUTY
7885,MAHABOOBABAD,06-06-2023,652819,AP36Z0176,OR,VWD1,476,23822,D,1,PALLEVELUGU,YLD-VWDA,8,0
7886,MAHABOOBABAD,09-06-2023,652819,AP36Z0216,OR,BPT1,300,15394,D,1,PALLEVELUGU,WL/KSDM,8,0
7887,MAHABOOBABAD,10-06-2023,652819,AP36Z0176,OR,VWD1,472,20226,D,1,PALLEVELUGU,YLD-VWDA,8,0
7888,MAHABOOBABAD,12-06-2023,652819,AP36Z0216,OR,BPT1,300,14068,D,1,PALLEVELUGU,WL/KSDM,8,0
7889,MAHABOOBABAD,13-06-2023,652819,AP36Z0246,OR,VWD1,476,19938,D,1,PALLEVELUGU,YLD-VWDA,8,0
7890,MAHABOOBABAD,16-06-2023,652819,AP36Z0216,OR,BPT1,300,13942,D,1,PALLEVELUGU,WL/KSDM,8,0
7891,MAHABOOBABAD,17-06-2023,652819,AP36Z0176,OR,VWD1,472,16340,D,1,PALLEVELUGU,YLD-VWDA,8,0
7892,MAHABOOBABAD,19-06-2023,652819,AP36Z0216,OR,BPT1,300,13868,D,1,PALLEVELUGU,WL/KSDM,8,0
7893,MAHABOOBABAD,20-06-2023,652819,AP36Z0176,OR,VWD1,476,17458,D,1,PALLEVELUGU,YLD-VWDA,8,0
7894,MAHABOOBABAD,23-06-2023,652819,AP36Z0216,OR,BPT1,300,11842,D,1,PALLEVELUGU,WL/KSDM,8,0
7895,MAHABOOBABAD,24-06-2023,652819,AP36Z0176,OR,VWD1,472,17838,D,1,PALLEVELUGU,YLD-VWDA,8,0
7896,MAHABOOBABAD,26-06-2023,652819,AP36Z0216,OR,BPT1,300,11174,D,1,PALLEVELUGU,WL/KSDM,8,0
7897,MAHABOOBABAD,27-06-2023,652819,AP36Z0246,OR,VWD1,476,14084,D,1,PALLEVELUGU,YLD-VWDA,8,0
7898,MAHABOOBABAD,30-06-2023,652819,AP36Z0216,OR,BPT1,300,12300,D,1,PALLEVELUGU,WL/KSDM,8,0
7899,MAHABOOBABAD,01-07-2023,652819,AP36Z0176,OR,VWD1,472,14124,D,1,PALLEVELUGU,YLD-VWDA,8,0
7900,MAHABOOBABAD,03-07-2023,652819,AP36Z0216,OR,BPT1,300,11072,D,1,PALLEVELUGU,WL/KSDM,8,0
7901,MAHABOOBABAD,04-07-2023,652819,AP36Z0176,OR,VWD1,476,18622,D,1,PALLEVELUGU,YLD-VWDA,8,0
7902,MAHABOOBABAD,07-07-2023,652819,AP36Z0216,OR,BPT1,300,9186,D,1,PALLEVELUGU,WL/KSDM,8,0
7903,MAHABOOBABAD,08-07-2023,652819,AP36Z0176,OR,VWD1,472,12410,D,1,PALLEVELUGU,YLD-VWDA,8,0
7904,MAHABOOBABAD,10-07-2023,652819,AP36Z0216,OR,BPT1,300,10840,D,1,PALLEVELUGU,WL/KSDM,8,0
7905,MAHABOOBABAD,11-07-2023,652819,AP36Z0176,OR,VWD1,476,15112,D,1,PALLEVELUGU,YLD-VWDA,8,0
7906,MAHABOOBABAD,14-07-2023,652819,AP36Z0216,OR,BPT1,300,12466,D,1,PALLEVELUGU,WL/KSDM,8,0
7907,MAHABOOBABAD,15-07-2023,652819,AP36Z0176,OR,VWD1,472,13210,D,1,PALLEVELUGU,YLD-VWDA,8,0
7908,MAHABOOBABAD,17-07-2023,652819,AP36Z0216,OR,BPT1,300,5452,D,1,PALLEVELUGU,WL/KSDM,8,0
7909,MAHABOOBABAD,18-07-2023,652819,AP36Z0176,OR,VWD1,476,13684,D,1,PALLEVELUGU,YLD-VWDA,8,0
7910,MAHABOOBABAD,21-07-2023,652819,AP36Z0216,OR,BPT1,300,12216,D,1,PALLEVELUGU,WL/KSDM,8,0
7911,MAHABOOBABAD,24-07-2023,652819,AP36Z0216,OR,BPT1,300,9498,D,1,PALLEVELUGU,WL/KSDM,8,0
7912,MAHABOOBABAD,25-07-2023,652819,AP36Z0216,OR,BPT1,300,6784,D,1,PALLEVELUGU,WL/KSDM,8,0
7913,MAHABOOBABAD,26-07-2023,652819,AP29Z2172,OR,ASP3,348,10030,D,1,PALLEVELUGU,SRPT/TNC,8,0
7914,MAHABOOBABAD,28-07-2023,652819,AP36Z0159,OR,9006,250,6182,D,0,PALLEVELUGU,EXTRA,8,0
7915,MAHABOOBABAD,29-07-2023,652819,AP36Z0176,OR,VWD1,472,15592,D,1,PALLEVELUGU,YLD-VWDA,8,0
7916,MAHABOOBABAD,31-07-2023,652819,AP36Z0216,OR,BPT1,300,12720,D,1,PALLEVELUGU,WL/KSDM,8,0
7917,MAHABOOBABAD,01-08-2023,652819,AP36Z0246,OR,VWD1,472,15876,D,1,PALLEVELUGU,YLD-VWDA,8,0
7918,MAHABOOBABAD,04-08-2023,652819,AP36Z0216,OR,BPT1,300,8008,D,1,PALLEVELUGU,WL/KSDM,8,0
7919,MAHABOOBABAD,05-08-2023,652819,TS26Z0032,OR,VWD1,400,14878,D,1,PALLEVELUGU,YLD-VWDA,8,0
7920,MAHABOOBABAD,07-08-2023,652819,AP36Z0216,OR,BPT1,300,7804,D,1,PALLEVELUGU,WL/KSDM,8,0
7921,MAHABOOBABAD,08-08-2023,652819,AP36Z0176,OR,VWD1,533,10658,D,1,PALLEVELUGU,YLD-VWDA,8,0
7922,MAHABOOBABAD,11-08-2023,652819,AP36Z0216,OR,BPT1,300,12392,D,1,PALLEVELUGU,WL/KSDM,8,0
7923,MAHABOOBABAD,12-08-2023,652819,AP36Z0194,OR,VWD1,472,14354,D,1,PALLEVELUGU,YLD-VWDA,8,0
7924,MAHABOOBABAD,14-08-2023,652819,AP36Z0216,OR,BPT1,300,8606,D,1,PALLEVELUGU,WL/KSDM,8,0
7925,MAHABOOBABAD,15-08-2023,652819,AP36Z0194,EX,HN05,464,13638,D,1,EXPRESS,HNK-HYD,8,0
7926,MAHABOOBABAD,18-08-2023,652819,AP36Z0216,OR,BPT1,300,10214,D,1,PALLEVELUGU,WL/KSDM,8,0
7927,MAHABOOBABAD,19-08-2023,652819,AP36Z0176,OR,VWD1,472,15706,D,1,PALLEVELUGU,YLD-VWDA,8,0
7928,MAHABOOBABAD,21-08-2023,652819,AP36Z0216,OR,BPT1,300,9158,D,1,PALLEVELUGU,WL/KSDM,8,0
7929,MAHABOOBABAD,22-08-2023,652819,AP36Z0176,OR,VWD1,476,16108,D,1,PALLEVELUGU,YLD-VWDA,8,0
7930,MAHABOOBABAD,25-08-2023,652819,AP36Z0216,OR,BPT1,300,7854,D,1,PALLEVELUGU,WL/KSDM,8,0
7931,MAHABOOBABAD,26-08-2023,652819,AP36Z0176,OR,VWD1,500,15682,D,1,PALLEVELUGU,YLD-VWDA,8,0
7932,MAHABOOBABAD,28-08-2023,652819,AP36Z0216,OR,BPT1,300,10038,D,1,PALLEVELUGU,WL/KSDM,8,0
7933,MAHABOOBABAD,29-08-2023,652819,AP36Z0176,OR,VWD1,476,22020,D,1,PALLEVELUGU,YLD-VWDA,8,0
7934,MAHABOOBABAD,01-09-2023,652819,AP36Z0216,OR,BPT1,300,12620,D,1,PALLEVELUGU,WL/KSDM,8,0
7935,MAHABOOBABAD,02-09-2023,652819,AP36Z0176,OR,VWD1,472,21220,D,1,PALLEVELUGU,YLD-VWDA,8,0
7936,MAHABOOBABAD,04-09-2023,652819,AP36Z0216,OR,BPT1,300,11284,D,1,PALLEVELUGU,WL/KSDM,8,0
7937,MAHABOOBABAD,05-09-2023,652819,AP36Z0176,OR,VWD1,472,25424,D,1,PALLEVELUGU,YLD-VWDA,8,0
7938,MAHABOOBABAD,08-09-2023,652819,AP36Z0216,OR,BPT1,300,7240,D,1,PALLEVELUGU,WL/KSDM,8,0
7939,MAHABOOBABAD,09-09-2023,652819,AP36Z0176,OR,9004,1,6812,D,0,PALLEVELUGU,EXTRA,8,0
7940,MAHABOOBABAD,09-09-2023,652819,AP36Z0176,OR,VWD1,400,6956,D,1,PALLEVELUGU,YLD-VWDA,8,0
7941,MAHABOOBABAD,11-09-2023,652819,AP36Z0216,OR,BPT1,300,11550,D,1,PALLEVELUGU,WL/KSDM,8,0
7942,MAHABOOBABAD,12-09-2023,652819,AP36Z0176,OR,VWD1,472,20928,D,1,PALLEVELUGU,YLD-VWDA,8,0
7943,MAHABOOBABAD,15-09-2023,652819,AP36Z0216,OR,BPT1,300,10552,D,1,PALLEVELUGU,WL/KSDM,8,0
7944,MAHABOOBABAD,16-09-2023,652819,AP36Z0176,OR,VWD1,472,22116,D,1,PALLEVELUGU,YLD-VWDA,8,0
7945,MAHABOOBABAD,18-09-2023,652819,AP36Z0216,OR,BPT1,300,8936,D,1,PALLEVELUGU,WL/KSDM,8,0
7946,MAHABOOBABAD,19-09-2023,652819,AP36Z0184,OR,VWD1,472,18270,D,1,PALLEVELUGU,YLD-VWDA,8,0
7947,MAHABOOBABAD,22-09-2023,652819,AP36Z0216,OR,BPT1,300,9256,D,1,PALLEVELUGU,WL/KSDM,8,0
7948,MAHABOOBABAD,23-09-2023,652819,AP36Z0176,OR,VWD1,472,16366,D,1,PALLEVELUGU,YLD-VWDA,8,0
7949,MAHABOOBABAD,25-09-2023,652819,AP36Z0216,OR,BPT1,300,10458,D,1,PALLEVELUGU,WL/KSDM,8,0
7950,MAHABOOBABAD,26-09-2023,652819,AP36Z0176,OR,VWD1,394,12992,D,1,PALLEVELUGU,YLD-VWDA,8,0
7951,MAHABOOBABAD,29-09-2023,652819,AP36Z0216,OR,BPT1,300,14584,D,1,PALLEVELUGU,WL/KSDM,8,0
7952,MAHABOOBABAD,30-09-2023,652819,AP36Z0176,OR,VWD1,496,17750,D,1,PALLEVELUGU,YLD-VWDA,8,0
7953,MAHABOOBABAD,02-10-2023,652819,AP36Z0216,OR,BPT1,300,8664,D,1,PALLEVELUGU,WL/KSDM,8,0
7954,MAHABOOBABAD,03-10-2023,652819,AP36Z0176,OR,VWD1,472,22120,D,1,PALLEVELUGU,YLD-VWDA,8,0
7955,MAHABOOBABAD,06-10-2023,652819,AP36Z0216,OR,BPT1,300,9526,D,1,PALLEVELUGU,WL/KSDM,8,0
7956,MAHABOOBABAD,07-10-2023,652819,AP36Z0176,OR,VWD1,472,15864,D,1,PALLEVELUGU,YLD-VWDA,8,0
7957,MAHABOOBABAD,10-10-2023,652819,AP36Z0176,OR,VWD1,472,14504,D,1,PALLEVELUGU,YLD-VWDA,8,0
7958,MAHABOOBABAD,13-10-2023,652819,AP36Z0216,OR,BPT1,300,10670,D,1,PALLEVELUGU,WL/KSDM,8,0
7959,MAHABOOBABAD,14-10-2023,652819,AP36Z0246,OR,VWD1,472,10628,D,1,PALLEVELUGU,YLD-VWDA,8,0
7960,MAHABOOBABAD,16-10-2023,652819,AP36Z0216,OR,BPT1,300,11448,D,1,PALLEVELUGU,WL/KSDM,8,0
7961,MAHABOOBABAD,17-10-2023,652819,AP36Z0176,OR,VWD1,472,21376,D,1,PALLEVELUGU,YLD-VWDA,8,0
7962,MAHABOOBABAD,20-10-2023,652819,AP29Z3153,OR,WL13,300,10806,D,1,PALLEVELUGU,WL/KSDM,8,0
7963,MAHABOOBABAD,21-10-2023,652819,AP36Z0176,OR,9021,522,23498,D,0,PALLEVELUGU,EXTRA,8,0
7964,MAHABOOBABAD,23-10-2023,652819,AP36Z0216,OR,BPT1,300,8658,D,1,PALLEVELUGU,WL/KSDM,8,0
7965,MAHABOOBABAD,24-10-2023,652819,AP36Z0176,OR,VWD1,464,17154,D,1,PALLEVELUGU,YLD-VWDA,8,0
7966,MAHABOOBABAD,27-10-2023,652819,AP29Z3151,EX,9525,120,18000,D,0,EXPRESS,EXTRA,8,0
7967,MAHABOOBABAD,28-10-2023,652819,AP36Z0176,OR,VWD1,472,14788,D,1,PALLEVELUGU,YLD-VWDA,8,1
7968,MAHABOOBABAD,30-10-2023,652819,AP36Z0216,OR,BPT1,300,14220,D,1,PALLEVELUGU,WL/KSDM,8,0
7969,MAHABOOBABAD,31-10-2023,652819,AP36Z0176,OR,VWD1,472,15494,D,1,PALLEVELUGU,YLD-VWDA,8,0
7970,MAHABOOBABAD,03-11-2023,652819,AP36Z0216,OR,BPT1,300,11908,D,1,PALLEVELUGU,WL/KSDM,8,0
7971,MAHABOOBABAD,04-11-2023,652819,AP36Z0176,OR,VWD1,472,15296,D,1,PALLEVELUGU,YLD-VWDA,8,0
7972,MAHABOOBABAD,06-11-2023,652819,AP36Z0216,OR,BPT1,300,8112,D,1,PALLEVELUGU,WL/KSDM,8,0
7973,MAHABOOBABAD,07-11-2023,652819,AP36Z0176,OR,VWD1,472,20762,D,1,PALLEVELUGU,YLD-VWDA,8,0
7974,MAHABOOBABAD,10-11-2023,652819,AP29Z1741,OR,WL13,300,14988,D,1,PALLEVELUGU,WL/KSDM,8,0
7975,MAHABOOBABAD,11-11-2023,652819,AP36Z0216,EX,9523,399,26000,D,0,EXPRESS,EXTRA,8,0
7976,MAHABOOBABAD,13-11-2023,652819,AP36Z0216,OR,BPT1,300,9854,D,1,PALLEVELUGU,WL/KSDM,8,0
7977,MAHABOOBABAD,14-11-2023,652819,AP36Z0176,OR,VWD1,472,21070,D,1,PALLEVELUGU,YLD-VWDA,8,0
7978,MAHABOOBABAD,17-11-2023,652819,AP36Z0216,OR,BPT1,300,9444,D,1,PALLEVELUGU,WL/KSDM,8,0
7979,MAHABOOBABAD,18-11-2023,652819,AP36Z0176,OR,VWD1,472,19730,D,1,PALLEVELUGU,YLD-VWDA,8,0
7980,MAHABOOBABAD,21-11-2023,652819,AP36Z0176,OR,VWD1,472,18754,D,1,PALLEVELUGU,YLD-VWDA,8,0
7981,MAHABOOBABAD,24-11-2023,652819,AP36Z0165,OR,BPT1,300,17076,D,1,PALLEVELUGU,WL/KSDM,8,0
7982,MAHABOOBABAD,25-11-2023,652819,AP36Z0176,OR,VWD1,472,21704,D,1,PALLEVELUGU,YLD-VWDA,8,0
7983,MAHABOOBABAD,27-11-2023,652819,AP36Z0216,OR,BPT1,300,10406,D,1,PALLEVELUGU,WL/KSDM,8,0
7984,MAHABOOBABAD,28-11-2023,652819,AP36Z0176,OR,VWD1,500,17440,D,1,PALLEVELUGU,YLD-VWDA,8,0
7985,MAHABOOBABAD,01-12-2023,652819,AP36Z0216,OR,BPT1,300,18142,D,1,PALLEVELUGU,WL/KSDM,8,0
7986,MAHABOOBABAD,02-12-2023,652819,AP36Z0194,OR,VWD1,524,21088,D,1,PALLEVELUGU,YLD-VWDA,8,0
7987,MAHABOOBABAD,04-12-2023,652819,AP36Z0216,OR,BPT1,300,11804,D,1,PALLEVELUGU,WL/KSDM,8,0
7988,MAHABOOBABAD,05-12-2023,652819,AP36Z0184,OR,VWD1,472,19306,D,1,PALLEVELUGU,YLD-VWDA,8,0
7989,MAHABOOBABAD,08-12-2023,652819,AP36Z0216,OR,BPT1,300,10222,D,1,PALLEVELUGU,WL/KSDM,8,0
7990,MAHABOOBABAD,09-12-2023,652819,AP36Z0176,OR,VWD1,472,16764,D,1,PALLEVELUGU,YLD-VWDA,8,0
7991,MAHABOOBABAD,11-12-2023,652819,AP36Z0216,OR,BPT1,300,9812,D,1,PALLEVELUGU,WL/KSDM,8,0
7992,MAHABOOBABAD,12-12-2023,652819,AP36Z0176,OR,VWD1,472,11834,D,1,PALLEVELUGU,YLD-VWDA,8,0
7993,MAHABOOBABAD,15-12-2023,652819,AP36Z0216,OR,BPT1,300,22666,D,1,PALLEVELUGU,WL/KSDM,8,0
7994,MAHABOOBABAD,16-12-2023,652819,AP36Z0176,OR,VWD1,472,19555,D,1,PALLEVELUGU,YLD-VWDA,8,0
7995,MAHABOOBABAD,18-12-2023,652819,AP36Z0216,OR,BPT1,300,22186,D,1,PALLEVELUGU,WL/KSDM,8,0
7996,MAHABOOBABAD,19-12-2023,652819,AP36Z0176,OR,VWD1,480,14780,D,1,PALLEVELUGU,YLD-VWDA,8,0
7997,MAHABOOBABAD,22-12-2023,652819,AP36Z0216,OR,BPT1,300,19338,D,1,PALLEVELUGU,WL/KSDM,8,0
7998,MAHABOOBABAD,23-12-2023,652819,AP36Z0176,OR,VWD1,472,34066,D,1,PALLEVELUGU,YLD-VWDA,8,0
7999,MAHABOOBABAD,25-12-2023,652819,TS26Z0035,EX,HN05,464,36610,D,1,EXPRESS,HNK-HYD,8,0
8000,MAHABOOBABAD,26-12-2023,652819,AP36Z0176,OR,VWD1,522,29190,D,1,PALLEVELUGU,YLD-VWDA,8,0
8001,MAHABOOBABAD,29-12-2023,652819,AP36Z0216,OR,BPT1,300,19342,D,1,PALLEVELUGU,WL/KSDM,8,0
8002,MAHABOOBABAD,30-12-2023,652819,AP36Z0176,OR,VWD1,490,27956,D,1,PALLEVELUGU,YLD-VWDA,8,0
8003,MAHABOOBABAD,01-01-2024,652819,AP36Z0216,OR,BPT1,300,10820,D,1,PALLEVELUGU,WL/KSDM,8,0
8004,MAHABOOBABAD,02-01-2024,652819,AP36Z0176,OR,VWD1,480,22236,D,1,PALLEVELUGU,YLD-VWDA,8,0
8005,MAHABOOBABAD,05-01-2024,652819,AP36Z0216,OR,BPT1,300,18454,D,1,PALLEVELUGU,WL/KSDM,8,0
8006,MAHABOOBABAD,06-01-2024,652819,AP36Z0011,OR,VWD1,380,18666,D,1,PALLEVELUGU,YLD-VWDA,8,0
8007,MAHABOOBABAD,08-01-2024,652819,AP36Z0216,OR,BPT1,300,10964,D,1,PALLEVELUGU,WL/KSDM,8,0
8008,MAHABOOBABAD,09-01-2024,652819,AP29Z2401,EX,9017,380,18988,D,0,EXPRESS,EXTRA,8,0
8009,MAHABOOBABAD,12-01-2024,652819,AP36Z0216,OR,BPT1,300,17266,D,1,PALLEVELUGU,WL/KSDM,8,0
8010,MAHABOOBABAD,13-01-2024,652819,AP36Z0030,OR,VWD1,380,18722,D,1,PALLEVELUGU,YLD-VWDA,8,0
8011,MAHABOOBABAD,14-01-2024,652819,AP36Z0176,OR,9015,464,22288,D,0,PALLEVELUGU,EXTRA,8,0
8012,MAHABOOBABAD,16-01-2024,652819,AP36Z0176,EX,9025,380,18110,D,0,EXPRESS,EXTRA,8,0
8013,MAHABOOBABAD,17-01-2024,652819,AP36Z0140,EX,9019,498,33378,D,0,EXPRESS,EXTRA,8,0
8014,MAHABOOBABAD,18-01-2024,652819,AP36Z0258,OR,9020,400,15202,D,0,PALLEVELUGU,EXTRA,8,0
8015,MAHABOOBABAD,20-01-2024,652819,AP36Z0216,OR,9018,380,17536,D,0,PALLEVELUGU,EXTRA,8,0
8016,MAHABOOBABAD,22-01-2024,652819,AP36Z0165,OR,BPT1,300,14334,D,1,PALLEVELUGU,WL/KSDM,8,0
8017,MAHABOOBABAD,23-01-2024,652819,AP36Z0216,OR,9018,408,16182,D,0,PALLEVELUGU,EXTRA,8,0
8018,MAHABOOBABAD,26-01-2024,652819,AP29Z2401,OR,BPT1,300,10070,D,1,PALLEVELUGU,WL/KSDM,8,0
8019,MAHABOOBABAD,27-01-2024,652819,AP36Z0216,OR,VWD1,408,12646,D,1,PALLEVELUGU,YLD-VWDA,8,0
8020,MAHABOOBABAD,29-01-2024,652819,AP36Z0165,OR,BPT1,300,13896,D,1,PALLEVELUGU,WL/KSDM,8,0
8021,MAHABOOBABAD,30-01-2024,652819,AP36Z0216,OR,9017,408,11660,D,0,PALLEVELUGU,EXTRA,8,0
8022,MAHABOOBABAD,31-01-2024,652819,AP36Z0184,OR,9011,530,24344,D,0,PALLEVELUGU,EXTRA,8,0
8023,MAHABOOBABAD,02-02-2024,652819,AP36Z0165,OR,BPT1,300,19278,D,1,PALLEVELUGU,WL/KSDM,8,0
8024,MAHABOOBABAD,02-04-2023,652829,AP36Z0140,OR,BPT1,300,10002,D,1,PALLEVELUGU,WL/KSDM,8,0
8025,MAHABOOBABAD,03-04-2023,652829,AP29Z0554,EX,VWD1,548,16182,D,1,EXPRESS,YLD-VWDA,8,0
8026,MAHABOOBABAD,06-04-2023,652829,AP36Z0216,OR,BPT1,300,10154,D,1,PALLEVELUGU,WL/KSDM,8,0
8027,MAHABOOBABAD,07-04-2023,652829,AP36Z0176,EX,VWD1,548,18098,D,1,EXPRESS,YLD-VWDA,8,0
8028,MAHABOOBABAD,09-04-2023,652829,AP36Z0216,OR,BPT1,300,3194,D,1,PALLEVELUGU,WL/KSDM,8,0
8029,MAHABOOBABAD,10-04-2023,652829,AP36Z0176,EX,VWD1,472,19264,D,1,EXPRESS,YLD-VWDA,8,0
8030,MAHABOOBABAD,13-04-2023,652829,AP36Z0216,OR,BPT1,300,12978,D,1,PALLEVELUGU,WL/KSDM,8,0
8031,MAHABOOBABAD,14-04-2023,652829,AP36Z0176,EX,VWD1,548,13324,D,1,EXPRESS,YLD-VWDA,8,0
8032,MAHABOOBABAD,16-04-2023,652829,AP36Z0216,OR,BPT1,300,7214,D,1,PALLEVELUGU,WL/KSDM,8,0
8033,MAHABOOBABAD,17-04-2023,652829,AP36Z0176,EX,VWD1,548,19482,D,1,EXPRESS,YLD-VWDA,8,0
8034,MAHABOOBABAD,21-04-2023,652829,AP36Z0176,EX,VWD1,548,23436,D,1,EXPRESS,YLD-VWDA,8,0
8035,MAHABOOBABAD,23-04-2023,652829,AP36Z0163,OR,BPT1,300,9770,D,1,PALLEVELUGU,WL/KSDM,8,0
8036,MAHABOOBABAD,24-04-2023,652829,AP36Z0176,EX,VWD1,548,22486,D,1,EXPRESS,YLD-VWDA,8,0
8037,MAHABOOBABAD,30-04-2023,652829,AP36Z0163,OR,BPT1,300,10652,D,1,PALLEVELUGU,WL/KSDM,8,0
8038,MAHABOOBABAD,01-05-2023,652829,AP36Z0176,EX,VWD1,548,20842,D,1,EXPRESS,YLD-VWDA,8,0
8039,MAHABOOBABAD,04-05-2023,652829,AP29Z2081,OR,BPT1,300,13436,D,1,PALLEVELUGU,WL/KSDM,8,0
8040,MAHABOOBABAD,05-05-2023,652829,AP36Z0246,EX,VWD1,472,21524,D,1,EXPRESS,YLD-VWDA,8,0
8041,MAHABOOBABAD,07-05-2023,652829,AP36Z0011,OR,BPT1,300,10548,D,1,PALLEVELUGU,WL/KSDM,8,0
8042,MAHABOOBABAD,08-05-2023,652829,AP36Z0246,EX,VWD1,474,14158,D,1,EXPRESS,YLD-VWDA,8,0
8043,MAHABOOBABAD,12-05-2023,652829,AP36Z0246,OR,VWD1,476,19112,D,1,PALLEVELUGU,YLD-VWDA,8,0
8044,MAHABOOBABAD,14-05-2023,652829,AP29Z2172,OR,BPT1,300,13966,D,1,PALLEVELUGU,WL/KSDM,8,0
8045,MAHABOOBABAD,15-05-2023,652829,AP36Z0246,OR,VWD1,474,20188,D,1,PALLEVELUGU,YLD-VWDA,8,0
8046,MAHABOOBABAD,18-05-2023,652829,AP36Z0216,OR,BPT1,300,10342,D,1,PALLEVELUGU,WL/KSDM,8,0
8047,MAHABOOBABAD,19-05-2023,652829,AP36Z0246,OR,9006,256,3174,D,1,PALLEVELUGU,EXTRA,8,0
8048,MAHABOOBABAD,20-05-2023,652829,AP29Z2172,OR,MUF3,300,9078,D,1,PALLEVELUGU,JAYYARAM,8,0
8049,MAHABOOBABAD,21-05-2023,652829,AP36Z0216,OR,BPT1,300,16678,D,1,PALLEVELUGU,WL/KSDM,8,0
8050,MAHABOOBABAD,22-05-2023,652829,AP36Z0246,OR,VWD1,474,28402,D,1,PALLEVELUGU,YLD-VWDA,8,0
8051,MAHABOOBABAD,25-05-2023,652829,AP36Z0216,OR,BPT1,300,17032,D,1,PALLEVELUGU,WL/KSDM,8,0
8052,MAHABOOBABAD,26-05-2023,652829,AP36Z0246,OR,VWD1,476,22780,D,1,PALLEVELUGU,YLD-VWDA,8,0
8053,MAHABOOBABAD,28-05-2023,652829,AP36Z0216,OR,BPT1,300,8428,D,1,PALLEVELUGU,WL/KSDM,8,0
8054,MAHABOOBABAD,29-05-2023,652829,AP36Z0176,OR,VWD1,474,25376,D,1,PALLEVELUGU,YLD-VWDA,8,0
8055,MAHABOOBABAD,01-06-2023,652829,AP36Z0216,OR,BPT1,300,14650,D,1,PALLEVELUGU,WL/KSDM,8,0
8056,MAHABOOBABAD,02-06-2023,652829,AP29Z2370,OR,9510,200,16590,D,1,PALLEVELUGU,EXTRA,8,0
8057,MAHABOOBABAD,04-06-2023,652829,AP36Z0216,OR,BPT1,300,15140,D,1,PALLEVELUGU,WL/KSDM,8,0
8058,MAHABOOBABAD,05-06-2023,652829,AP36Z0246,OR,VWD1,476,24524,D,1,PALLEVELUGU,YLD-VWDA,8,0
8059,MAHABOOBABAD,08-06-2023,652829,AP36Z0216,OR,BPT1,300,13216,D,1,PALLEVELUGU,WL/KSDM,8,0
8060,MAHABOOBABAD,09-06-2023,652829,AP36Z0176,OR,VWD1,476,24320,D,1,PALLEVELUGU,YLD-VWDA,8,0
8061,MAHABOOBABAD,11-06-2023,652829,AP36Z0216,OR,BPT1,300,12598,D,1,PALLEVELUGU,WL/KSDM,8,0
8062,MAHABOOBABAD,12-06-2023,652829,AP36Z0176,OR,VWD1,476,27026,D,1,PALLEVELUGU,YLD-VWDA,8,0
8063,MAHABOOBABAD,15-06-2023,652829,AP36Z0216,OR,BPT1,300,11328,D,1,PALLEVELUGU,WL/KSDM,8,0
8064,MAHABOOBABAD,16-06-2023,652829,AP36Z0246,OR,VWD1,476,23424,D,1,PALLEVELUGU,YLD-VWDA,8,0
8065,MAHABOOBABAD,18-06-2023,652829,AP36Z0216,OR,BPT1,300,8614,D,1,PALLEVELUGU,WL/KSDM,8,0
8066,MAHABOOBABAD,19-06-2023,652829,AP36Z0246,OR,VWD1,474,18316,D,1,PALLEVELUGU,YLD-VWDA,8,0
8067,MAHABOOBABAD,22-06-2023,652829,AP36Z0216,OR,BPT1,300,13252,D,1,PALLEVELUGU,WL/KSDM,8,0
8068,MAHABOOBABAD,23-06-2023,652829,AP36Z0246,OR,VWD1,476,18754,D,1,PALLEVELUGU,YLD-VWDA,8,0
8069,MAHABOOBABAD,25-06-2023,652829,AP36Z0216,OR,BPT1,300,9380,D,1,PALLEVELUGU,WL/KSDM,8,0
8070,MAHABOOBABAD,26-06-2023,652829,AP36Z0246,OR,VWD1,474,17514,D,1,PALLEVELUGU,YLD-VWDA,8,0
8071,MAHABOOBABAD,29-06-2023,652829,AP36Z0216,OR,BPT1,226,5072,D,1,PALLEVELUGU,WL/KSDM,8,0
8072,MAHABOOBABAD,30-06-2023,652829,AP36Z0246,OR,VWD1,476,13876,D,1,PALLEVELUGU,YLD-VWDA,8,0
8073,MAHABOOBABAD,02-07-2023,652829,AP36Z0216,OR,BPT1,300,9042,D,1,PALLEVELUGU,WL/KSDM,8,0
8074,MAHABOOBABAD,03-07-2023,652829,AP36Z0176,OR,VWD1,474,23082,D,1,PALLEVELUGU,YLD-VWDA,8,0
8075,MAHABOOBABAD,04-07-2023,652829,AP36Z0216,OR,BPT1,300,8904,D,1,PALLEVELUGU,WL/KSDM,8,1
8076,MAHABOOBABAD,06-07-2023,652829,AP36Z0216,OR,BPT1,300,9718,D,1,PALLEVELUGU,WL/KSDM,8,0
8077,MAHABOOBABAD,07-07-2023,652829,AP36Z0176,OR,VWD1,472,13170,D,1,PALLEVELUGU,YLD-VWDA,8,0
8078,MAHABOOBABAD,09-07-2023,652829,AP36Z0216,OR,BPT1,300,13582,D,1,PALLEVELUGU,WL/KSDM,8,0
8079,MAHABOOBABAD,10-07-2023,652829,AP36Z0176,OR,VWD1,476,22088,D,1,PALLEVELUGU,YLD-VWDA,8,0
8080,MAHABOOBABAD,13-07-2023,652829,AP36Z0216,OR,BPT1,300,9800,D,1,PALLEVELUGU,WL/KSDM,8,0
